State,Year,Month,Period,Indicator,Data Value
NORTH DAKOTA,2020,February,Monthly,Number of Live Births,805
OHIO,2020,February,Monthly,Number of Live Births,10125
OKLAHOMA,2020,February,Monthly,Number of Live Births,3689
OREGON,2020,February,Monthly,Number of Live Births,3112
PENNSYLVANIA,2020,February,Monthly,Number of Live Births,10066
RHODE ISLAND,2020,February,Monthly,Number of Live Births,817
SOUTH CAROLINA,2020,February,Monthly,Number of Live Births,4256
SOUTH DAKOTA,2020,February,Monthly,Number of Live Births,876
TENNESSEE,2020,February,Monthly,Number of Live Births,5959
TEXAS,2020,February,Monthly,Number of Live Births,28481
UTAH,2020,February,Monthly,Number of Live Births,3557
VERMONT,2020,February,Monthly,Number of Live Births,364
VIRGINIA,2020,February,Monthly,Number of Live Births,7557
WASHINGTON,2020,February,Monthly,Number of Live Births,6517
WEST VIRGINIA,2020,February,Monthly,Number of Live Births,1331
WISCONSIN,2020,February,Monthly,Number of Live Births,4794
WYOMING,2020,February,Monthly,Number of Live Births,472
PUERTO RICO,2020,February,Monthly,Number of Live Births,1402
ALABAMA,2020,March,Monthly,Number of Live Births,4779
ALASKA,2020,March,Monthly,Number of Live Births,780
ARIZONA,2020,March,Monthly,Number of Live Births,6347
ARKANSAS,2020,March,Monthly,Number of Live Births,2956
CALIFORNIA,2020,March,Monthly,Number of Live Births,34810
COLORADO,2020,March,Monthly,Number of Live Births,5273
CONNECTICUT,2020,March,Monthly,Number of Live Births,2854
DELAWARE,2020,March,Monthly,Number of Live Births,839
DISTRICT OF COLUMBIA,2020,March,Monthly,Number of Live Births,720
FLORIDA,2020,March,Monthly,Number of Live Births,17214
GEORGIA,2020,March,Monthly,Number of Live Births,10024
HAWAII,2020,March,Monthly,Number of Live Births,1343
IDAHO,2020,March,Monthly,Number of Live Births,1859
ILLINOIS,2020,March,Monthly,Number of Live Births,11083
INDIANA,2020,March,Monthly,Number of Live Births,6544
IOWA,2020,March,Monthly,Number of Live Births,3037
KANSAS,2020,March,Monthly,Number of Live Births,2974
KENTUCKY,2020,March,Monthly,Number of Live Births,4270
LOUISIANA,2020,March,Monthly,Number of Live Births,4647
MAINE,2020,March,Monthly,Number of Live Births,955
MARYLAND,2020,March,Monthly,Number of Live Births,5706
MASSACHUSETTS,2020,March,Monthly,Number of Live Births,5570
MICHIGAN,2020,March,Monthly,Number of Live Births,8715
MINNESOTA,2020,March,Monthly,Number of Live Births,5387
MISSISSIPPI,2020,March,Monthly,Number of Live Births,2873
MISSOURI,2020,March,Monthly,Number of Live Births,5712
MONTANA,2020,March,Monthly,Number of Live Births,941
NEBRASKA,2020,March,Monthly,Number of Live Births,2132
NEVADA,2020,March,Monthly,Number of Live Births,2807
NEW HAMPSHIRE,2020,March,Monthly,Number of Live Births,1004
NEW JERSEY,2020,March,Monthly,Number of Live Births,8146
NEW MEXICO,2020,March,Monthly,Number of Live Births,1829
NEW YORK,2020,March,Monthly,Number of Live Births,17654
NORTH CAROLINA,2020,March,Monthly,Number of Live Births,9778
NORTH DAKOTA,2020,March,Monthly,Number of Live Births,835
OHIO,2020,March,Monthly,Number of Live Births,10653
OKLAHOMA,2020,March,Monthly,Number of Live Births,3974
OREGON,2020,March,Monthly,Number of Live Births,3381
PENNSYLVANIA,2020,March,Monthly,Number of Live Births,10782
RHODE ISLAND,2020,March,Monthly,Number of Live Births,867
SOUTH CAROLINA,2020,March,Monthly,Number of Live Births,4650
SOUTH DAKOTA,2020,March,Monthly,Number of Live Births,915
TENNESSEE,2020,March,Monthly,Number of Live Births,6363
TEXAS,2020,March,Monthly,Number of Live Births,30236
UTAH,2020,March,Monthly,Number of Live Births,3996
VERMONT,2020,March,Monthly,Number of Live Births,456
VIRGINIA,2020,March,Monthly,Number of Live Births,7938
WASHINGTON,2020,March,Monthly,Number of Live Births,7026
WEST VIRGINIA,2020,March,Monthly,Number of Live Births,1415
WISCONSIN,2020,March,Monthly,Number of Live Births,5263
WYOMING,2020,March,Monthly,Number of Live Births,508
PUERTO RICO,2020,March,Monthly,Number of Live Births,1510
